Timestamp,Open,High,Low,Close,Volume
2023-09-05T00:00:00.000Z,1630.12,1646.77,1611.3,1634.17,800.60698241
2023-09-06T00:00:00.000Z,1634.18,1667.87,1610.79,1633.12,2755.04227776
2023-09-07T00:00:00.000Z,1633.15,1657.74,1624.31,1647.31,718.23418246
2023-09-08T00:00:00.000Z,1647.92,1654.14,1615.86,1636.64,675.4329658
2023-09-09T00:00:00.000Z,1636.56,1636.94,1629.94,1635.09,290.51109819
2023-09-10T00:00:00.000Z,1634.21,1634.21,1600,1617.19,669.95390486
2023-09-11T00:00:00.000Z,1617.68,1617.9,1532.48,1552.08,2582.91319395
2023-09-12T00:00:00.000Z,1552.09,1622.27,1549.69,1592.74,1627.5322143
2023-09-13T00:00:00.000Z,1590.73,1618.19,1583.29,1606.75,663.8044452
2023-09-14T00:00:00.000Z,1606.82,1643.62,1606.82,1626.73,1163.51057499
2023-09-15T00:00:00.000Z,1626.35,1652.13,1612.36,1641.39,596.88004421
2023-09-16T00:00:00.000Z,1641.47,1651.16,1631.89,1634.56,201.41834489
2023-09-17T00:00:00.000Z,1633.9,1634.57,1612.69,1622.33,654.06758872
2023-09-18T00:00:00.000Z,1622.79,1668.62,1606.06,1637.04,1837.88570466
2023-09-19T00:00:00.000Z,1637.01,1659.53,1626.9,1643.28,2958.07022606
2023-09-20T00:00:00.000Z,1643.67,1648,1606.6,1622.07,2564.74268858
2023-09-21T00:00:00.000Z,1622.11,1624.9,1569.53,1584.5,1661.35367498
2023-09-22T00:00:00.000Z,1585.4,1602,1579.02,1594.3,604.56221194
2023-09-23T00:00:00.000Z,1594.3,1597.74,1588.67,1593.82,202.74128623
2023-09-24T00:00:00.000Z,1593.63,1599.96,1570.05,1580.62,352.02022256
2023-09-25T00:00:00.000Z,1580.35,1596.36,1564.67,1588.64,1194.13089654
2023-09-26T00:00:00.000Z,1588.23,1598,1582.11,1594.94,762.42225433
2023-09-27T00:00:00.000Z,1595.37,1632.76,1585.36,1598.46,2899.6343919
2023-09-28T00:00:00.000Z,1597.9,1666.99,1597.89,1652.87,1654.06009478
2023-09-29T00:00:00.000Z,1653.89,1687.55,1649.03,1667.89,1363.76222659
2023-09-30T00:00:00.000Z,1667.55,1692.66,1666.73,1671.09,1151.30130771
2023-10-01T00:00:00.000Z,1670.79,1754.32,1670.36,1732.79,1294.5563668
2023-10-02T00:00:00.000Z,1734.46,1742.24,1638.09,1663.62,2010.39778727
2023-10-03T00:00:00.000Z,1663.62,1669.55,1644.81,1656.26,1681.99826033
2023-10-04T00:00:00.000Z,1657.71,1657.71,1624.81,1648.12,629.40620683
2023-10-05T00:00:00.000Z,1647.82,1649.81,1607.77,1611.07,871.7433383
2023-10-06T00:00:00.000Z,1613.09,1660.99,1613.09,1644.94,592.98538144
2023-10-07T00:00:00.000Z,1645.83,1647.65,1630.45,1633.8,262.71355242
2023-10-08T00:00:00.000Z,1634.44,1639.68,1617.02,1632.69,413.06074669
2023-10-09T00:00:00.000Z,1632.81,1634.66,1549.21,1579.52,2326.79622323
2023-10-10T00:00:00.000Z,1580.43,1593.97,1552,1568,815.48167434
2023-10-11T00:00:00.000Z,1568.94,1578.27,1545.35,1566.1,1149.87756212
2023-10-12T00:00:00.000Z,1566.74,1566.74,1522,1540.14,1027.66902173
2023-10-13T00:00:00.000Z,1539.94,1573.46,1538.36,1552.24,1288.11198853
2023-10-14T00:00:00.000Z,1552.43,1560.42,1545.38,1555.11,423.72468108
2023-10-15T00:00:00.000Z,1554.88,1565.65,1550.01,1556.71,201.98722952
2023-10-16T00:00:00.000Z,1558.38,1638,1555.42,1600.44,2539.00611767
2023-10-17T00:00:00.000Z,1600.02,1600.02,1552.83,1564.51,1285.8546868
2023-10-18T00:00:00.000Z,1565.46,1584.74,1556.4,1563.35,2891.60523681
2023-10-19T00:00:00.000Z,1563.43,1573.36,1543.38,1567.01,1160.23049681
2023-10-20T00:00:00.000Z,1567.01,1628.85,1562.51,1604.06,8713.85820862
2023-10-21T00:00:00.000Z,1604.26,1642.53,1592.82,1628.08,611.89312457
2023-10-22T00:00:00.000Z,1626.82,1667.43,1622.36,1662.24,997.33798128
2023-10-23T00:00:00.000Z,1663.72,1799,1660.55,1764.74,3200.76682597
2023-10-24T00:00:00.000Z,1766.05,1853.94,1757.75,1783.54,4107.2501001
2023-10-25T00:00:00.000Z,1784.5,1816.48,1760.89,1786.2,1169.85033375
2023-10-26T00:00:00.000Z,1787.7,1864.48,1763.44,1803.23,1952.96348443
2023-10-27T00:00:00.000Z,1802.63,1802.63,1723.66,1780.21,1811.02249342
2023-10-28T00:00:00.000Z,1781.13,1802.32,1771.59,1775.98,352.90016531
2023-10-29T00:00:00.000Z,1775.2,1809.37,1763.76,1795.46,543.58512489
2023-10-30T00:00:00.000Z,1795.36,1828.9,1778.89,1809.28,1426.81202906
2023-10-31T00:00:00.000Z,1809.38,1817.88,1782.31,1815.79,1204.42995442
2023-11-01T00:00:00.000Z,1814.6,1856.21,1784.6,1845.8,1355.25509772
2023-11-02T00:00:00.000Z,1848.89,1873.55,1785.53,1800.22,1764.76819834
2023-11-03T00:00:00.000Z,1800.43,1834.22,1777.88,1831.45,1753.25575021
2023-11-04T00:00:00.000Z,1830,1868,1825.88,1856.07,859.66673848
2023-11-05T00:00:00.000Z,1857.15,1912,1846.56,1891.89,2409.815852
2023-11-06T00:00:00.000Z,1891.63,1913.4,1782,1899.85,2463.16198746
2023-11-07T00:00:00.000Z,1901.45,1906.2,1851.68,1887.22,1865.40184531
2023-11-08T00:00:00.000Z,1885.64,1904.37,1874.18,1890.67,2236.61669946
2023-11-09T00:00:00.000Z,1888.59,2130,1883.37,2119.24,5375.75050474
2023-11-10T00:00:00.000Z,2120.47,2134.84,2066.78,2078.38,3123.7988976
2023-11-11T00:00:00.000Z,2077.17,2096.47,2028,2053.19,4072.03914823
2023-11-12T00:00:00.000Z,2054.02,2065.39,2012.91,2044.81,912.42755363
2023-11-13T00:00:00.000Z,2043.92,2116.11,2029.35,2053.11,4194.89346414
2023-11-14T00:00:00.000Z,2057.01,2064.32,1938,1979.1,3000.16920128
2023-11-15T00:00:00.000Z,1979.93,2060.38,1967.97,2059.78,3125.12253924
2023-11-16T00:00:00.000Z,2056.48,2089.47,1935.41,1960.79,4483.6525837
2023-11-17T00:00:00.000Z,1960.73,1990.46,1907.42,1956.53,3372.63757066
2023-11-18T00:00:00.000Z,1960.66,1971.57,1918.6,1960.94,913.19176874
2023-11-19T00:00:00.000Z,1962.13,2015,1944.88,2011.11,869.78208738
2023-11-20T00:00:00.000Z,2012.57,2064.63,1977.8,2021.11,3461.85830899
2023-11-21T00:00:00.000Z,2021.24,2034.19,1932,1934.4,1955.51814798
2023-11-22T00:00:00.000Z,1934.4,2096.68,1931.35,2063.16,2327.44930529
2023-11-23T00:00:00.000Z,2063.75,2087.9,2040.6,2062.28,1364.60157889
2023-11-24T00:00:00.000Z,2062.23,2132.08,2061.08,2079.85,1476.84281068
2023-11-25T00:00:00.000Z,2080,2090.11,2066.97,2084.3,374.78159439
2023-11-26T00:00:00.000Z,2081.32,2093,2037.59,2062.98,1241.90628152
2023-11-27T00:00:00.000Z,2061.21,2068.69,1987.36,2028.36,1798.44267014
2023-11-28T00:00:00.000Z,2027.45,2074,1997.38,2048.55,3029.06220095
2023-11-29T00:00:00.000Z,2047.16,2073.05,2020,2028.01,1043.86822939
2023-11-30T00:00:00.000Z,2028.35,2053,2024,2052.26,791.27745094
2023-12-01T00:00:00.000Z,2050.54,2108.39,2046.15,2084.5,2641.04477824
2023-12-02T00:00:00.000Z,2087.62,2183.81,2087.56,2165.29,2566.38837008
2023-12-03T00:00:00.000Z,2163.18,2215.83,2152.02,2193.28,1389.81876296
2023-12-04T00:00:00.000Z,2193.08,2275.8,1991.16,2242.89,7443.8853514
2023-12-05T00:00:00.000Z,2242.75,2305.79,2190,2292.89,2131.27036812
2023-12-06T00:00:00.000Z,2293.3,2311.03,2221.57,2233.73,2205.78887376
2023-12-07T00:00:00.000Z,2234.47,2381.21,2222.63,2355.68,3486.7214839
2023-12-08T00:00:00.000Z,2358.03,2390.13,2339.63,2358.43,1853.97027367
2023-12-09T00:00:00.000Z,2358.43,2451.44,2320.17,2339.07,3922.87098487
2023-12-10T00:00:00.000Z,2339.75,2376.92,2323.58,2353,641.95073933
2023-12-11T00:00:00.000Z,2352.01,2354.69,2147.53,2225.26,3816.48831278
2023-12-12T00:00:00.000Z,2224.63,2241.92,2166.95,2202.53,1151.67217176
2023-12-13T00:00:00.000Z,2200.9,2281.94,2146.96,2260.13,1782.76340121
2023-12-14T00:00:00.000Z,2262.13,2330.52,2222,2317.02,2171.39418623
2023-12-15T00:00:00.000Z,2314.37,2316.91,2200,2219.76,3072.32612217
2023-12-16T00:00:00.000Z,2220.23,2262.63,2213.11,2229.02,617.88143636
2023-12-17T00:00:00.000Z,2229.96,2247.6,2194.09,2196.47,687.35920243
2023-12-18T00:00:00.000Z,2196.76,2222.31,2117.5,2219.3,2950.89568454
2023-12-19T00:00:00.000Z,2216.64,2254.24,2137.86,2177.98,3048.86475306
2023-12-20T00:00:00.000Z,2177.72,2265.32,2156.49,2201.1,5225.99473703
2023-12-21T00:00:00.000Z,2201.1,2277.12,2184.71,2238.29,2073.88888802
2023-12-22T00:00:00.000Z,2238.29,2340.62,2233,2324.07,3541.2829171
2023-12-23T00:00:00.000Z,2325.28,2330.36,2266.74,2308.01,1052.5259375
2023-12-24T00:00:00.000Z,2309.28,2324.13,2245.34,2263.75,1184.24192928
2023-12-25T00:00:00.000Z,2263.88,2303.71,2254.4,2273.53,722.37199914
2023-12-26T00:00:00.000Z,2272.07,2274.24,2180.89,2231.16,2246.48300578
2023-12-27T00:00:00.000Z,2231.16,2395,2214.89,2378.28,3357.71349629
2023-12-28T00:00:00.000Z,2378.28,2443.53,2337.45,2345.08,2985.23439026
2023-12-29T00:00:00.000Z,2344.43,2383.08,2258.56,2299.01,2121.5876504
2023-12-30T00:00:00.000Z,2298.8,2320.17,2268.77,2292.97,455.08867361
2023-12-31T00:00:00.000Z,2291.8,2318.82,2260.7,2281.8,1007.88462957
2024-01-01T00:00:00.000Z,2282,2349.78,2267.01,2349.78,655.95682763
2024-01-02T00:00:00.000Z,2349.9,2429.09,2343.75,2355.6,2874.1389293
2024-01-03T00:00:00.000Z,2355.23,2402.07,2100,2210.58,7294.90950133
2024-01-04T00:00:00.000Z,2209.86,2292.43,2204.03,2267,3042.86843272
2024-01-05T00:00:00.000Z,2267,2274.45,2207.22,2267.56,1528.65355643
2024-01-06T00:00:00.000Z,2268.11,2268.11,2218.58,2239.99,771.26100028
2024-01-07T00:00:00.000Z,2239.99,2255.59,2207.34,2221.68,664.68559011
2024-01-08T00:00:00.000Z,2221.32,2357.27,2168.02,2330.86,2536.38894352
2024-01-09T00:00:00.000Z,2330.85,2369.98,2187.36,2345.19,3310.52115703
2024-01-10T00:00:00.000Z,2345.2,2643.25,2343.41,2582.05,5781.71241379
2024-01-11T00:00:00.000Z,2583.88,2688,2567.63,2617.5,4990.43944877
2024-01-12T00:00:00.000Z,2620.67,2716.59,2458.21,2525.07,3865.27039649
2024-01-13T00:00:00.000Z,2522.92,2602.21,2497.34,2578.43,1981.74715438
2024-01-14T00:00:00.000Z,2577.05,2577.05,2470.32,2472,1361.15796055
2024-01-15T00:00:00.000Z,2474.13,2552.19,2471.87,2513.73,2687.78895349
2024-01-16T00:00:00.000Z,2513.5,2611.26,2500.62,2587.53,3199.23053006
2024-01-17T00:00:00.000Z,2588.1,2592.6,2510,2526.01,1532.66623984
2024-01-18T00:00:00.000Z,2529.53,2547.77,2431.05,2470.59,2568.94138643
2024-01-19T00:00:00.000Z,2467.93,2503.42,2417,2490.84,1675.69526097
2024-01-20T00:00:00.000Z,2490.56,2490.56,2462.06,2468.62,727.44985491
2024-01-21T00:00:00.000Z,2470.37,2481.08,2453.9,2457.87,275.16893071
2024-01-22T00:00:00.000Z,2457.02,2465.26,2306.52,2313.28,1909.17783847
2024-01-23T00:00:00.000Z,2313.02,2350.33,2169.12,2244.63,2083.24624198
2024-01-24T00:00:00.000Z,2240.99,2262.9,2196.31,2237.83,1844.64490821
2024-01-25T00:00:00.000Z,2234.33,2240.08,2173.14,2218.21,1028.41469507
2024-01-26T00:00:00.000Z,2217.98,2281.6,2197.67,2267.76,1127.15847354
2024-01-27T00:00:00.000Z,2269.42,2281.78,2252.97,2268.39,392.31691056
2024-01-28T00:00:00.000Z,2265.76,2306.39,2241.46,2256.93,510.63236493
2024-01-29T00:00:00.000Z,2256.93,2322.78,2233.88,2315.11,842.440326
2024-01-30T00:00:00.000Z,2318.05,2389.99,2297.97,2342.95,1755.49882988
2024-01-31T00:00:00.000Z,2346.88,2349.14,2263.42,2287.22,1336.41940483
2024-02-01T00:00:00.000Z,2282.79,2310,2239.81,2303.87,1546.3991894
2024-02-02T00:00:00.000Z,2304.78,2323.23,2283.48,2307.8,1062.72138292
2024-02-03T00:00:00.000Z,2306.71,2328.06,2294.29,2295.99,649.3393507
2024-02-04T00:00:00.000Z,2296.62,2310.51,2267.59,2290,719.4879698
2024-02-05T00:00:00.000Z,2289.71,2335.46,2273.19,2301.59,1070.98930814
2024-02-06T00:00:00.000Z,2301.69,2390,2299.06,2372.72,1627.2760771
2024-02-07T00:00:00.000Z,2372.7,2443,2356,2424.22,4396.38314216
2024-02-08T00:00:00.000Z,2426.09,2460.86,2412.1,2419.49,2282.71751414
2024-02-09T00:00:00.000Z,2420.85,2522.12,2418.82,2486.07,4427.36119551
2024-02-10T00:00:00.000Z,2489.6,2515.6,2474.33,2500.22,1548.1350034
2024-02-11T00:00:00.000Z,2500.13,2537.14,2492.1,2506.44,1230.98645023
2024-02-12T00:00:00.000Z,2507.22,2664.85,2472.57,2658.55,4375.52930752
2024-02-13T00:00:00.000Z,2661.52,2685.18,2585.06,2639.96,2831.58960656
2024-02-14T00:00:00.000Z,2639.35,2785,2621.58,2775.4,3355.56477377
2024-02-15T00:00:00.000Z,2774.86,2865,2761.59,2820.56,3285.68137649
2024-02-16T00:00:00.000Z,2821.68,2855,2731,2804.2,2042.73345158
2024-02-17T00:00:00.000Z,2799.05,2803.12,2716.37,2785.69,2109.15135881
2024-02-18T00:00:00.000Z,2786.6,2894.16,2766.75,2875.76,3418.53594109
2024-02-19T00:00:00.000Z,2879.67,2983.83,2859.66,2942.03,3314.3034556
2024-02-20T00:00:00.000Z,2944.98,3031.72,2876.64,3015,2824.8915929
2024-02-21T00:00:00.000Z,3015,3016.19,2871.46,2970.93,2383.43732404
2024-02-22T00:00:00.000Z,2966.97,3035.78,2907.49,2970,2480.76620848
2024-02-23T00:00:00.000Z,2971.19,2991.91,2909.25,2922.61,1411.37159602
2024-02-24T00:00:00.000Z,2923.05,3004.99,2907.44,2992.85,1016.74584827
2024-02-25T00:00:00.000Z,2993.88,3118.82,2985.6,3115,1635.81758283
2024-02-26T00:00:00.000Z,3112.54,3195.03,3039.14,3177.17,3672.38569685
2024-02-27T00:00:00.000Z,3176.64,3286.38,3166.52,3242.18,3993.60876633
2024-02-28T00:00:00.000Z,3244.61,3485.83,3050.01,3382.25,8452.38043415
2024-02-29T00:00:00.000Z,3382.24,3520,3300,3342,7464.56687831
2024-03-01T00:00:00.000Z,3339.39,3449.56,3339.23,3433.17,2791.95836799
2024-03-02T00:00:00.000Z,3433.91,3458.75,3395.5,3420.78,1835.36942484
2024-03-03T00:00:00.000Z,3419.94,3493.94,3361.84,3487.85,2812.97754811
2024-03-04T00:00:00.000Z,3489.03,3639.8,3434.14,3626.36,4226.71389131
2024-03-05T00:00:00.000Z,3627.7,3820,3195.44,3555.25,10001.10595461
2024-03-06T00:00:00.000Z,3555.01,3900,3501.81,3815.27,6154.658049
2024-03-07T00:00:00.000Z,3822.03,3931.55,3737.73,3870.21,2777.87323683
2024-03-08T00:00:00.000Z,3872.8,3990.99,3817.94,3883,3568.33966616
2024-03-09T00:00:00.000Z,3883,3941.49,3873.31,3907.25,986.24859677
2024-03-10T00:00:00.000Z,3909.06,3963.51,3788.42,3879.72,1418.23999086
2024-03-11T00:00:00.000Z,3879.72,4080,3732.8,4065.36,4870.50463553
2024-03-12T00:00:00.000Z,4067.96,4088.48,3830,3979.53,4854.54987904
2024-03-13T00:00:00.000Z,3981.82,4080,3935.52,4004.72,4812.99901742
2024-03-14T00:00:00.000Z,4003.74,4009,3726.1,3884.5,3868.33319148
2024-03-15T00:00:00.000Z,3881.37,3929.99,3570.28,3740.78,5733.2341831
2024-03-16T00:00:00.000Z,3742.88,3777.48,3468.52,3523.12,2069.48702554
2024-03-17T00:00:00.000Z,3522.4,3677.02,3414.55,3643.76,3436.74361087
2024-03-18T00:00:00.000Z,3641.23,3641.44,3456.49,3519.11,1612.57062245
2024-03-19T00:00:00.000Z,3520.29,3543.39,3151,3158.52,5811.01421863
2024-03-20T00:00:00.000Z,3158.63,3533.48,3059.4,3510.29,9561.10585013
2024-03-21T00:00:00.000Z,3516.42,3583.94,3415,3494.18,2616.50044816
2024-03-22T00:00:00.000Z,3493.9,3540,3253.09,3332.19,2758.31995418
2024-03-23T00:00:00.000Z,3329.65,3430.81,3273.3,3336.46,780.84827804
2024-03-24T00:00:00.000Z,3330.8,3469,3300,3453.97,1378.71199142
2024-03-25T00:00:00.000Z,3457.15,3658.13,3422.62,3590.7,2482.81557777
2024-03-26T00:00:00.000Z,3591,3677.38,3546.1,3590.4,2135.03243198
2024-03-27T00:00:00.000Z,3587.03,3662.26,3462.44,3500.6,3272.53824868
2024-03-28T00:00:00.000Z,3497.14,3608.58,3466.68,3561.48,1460.34961419
2024-03-29T00:00:00.000Z,3560.37,3582.09,3472.8,3509.42,1252.49031122
2024-03-30T00:00:00.000Z,3511.93,3562.9,3487.83,3505.68,622.53240064
2024-03-31T00:00:00.000Z,3506.34,3652.15,3505.57,3643.9,1115.43397399
2024-04-01T00:00:00.000Z,3645.06,3645.06,3417.56,3502.97,2323.07949087
2024-04-02T00:00:00.000Z,3504,3505.15,3214.72,3273.83,3260.536306
2024-04-03T00:00:00.000Z,3276.77,3364.46,3205,3312.74,2376.39466874
2024-04-04T00:00:00.000Z,3310.13,3440.37,3253.1,3328.8,2012.85559323
2024-04-05T00:00:00.000Z,3325.91,3344.99,3211,3317.95,1458.44059863
2024-04-06T00:00:00.000Z,3315.01,3397,3308.07,3355.15,356.74193747
2024-04-07T00:00:00.000Z,3354.65,3457.87,3345.83,3452.81,492.15165027
2024-04-08T00:00:00.000Z,3455.36,3728.31,3409.69,3694.18,3304.53012589
2024-04-09T00:00:00.000Z,3696.22,3725,3457,3506.06,1951.94703319
2024-04-10T00:00:00.000Z,3504.04,3559.62,3416.18,3544.54,1078.38579033
2024-04-11T00:00:00.000Z,3539.67,3615.12,3477.79,3505.43,2293.36643251
2024-04-12T00:00:00.000Z,3504.82,3550.35,3095.02,3240,2963.08122165
2024-04-13T00:00:00.000Z,3236.34,3300,2835,3006.71,5258.4050389
2024-04-14T00:00:00.000Z,3001.62,3170.9,2909.33,3152.75,1463.23046646
2024-04-15T00:00:00.000Z,3148.36,3275.19,3027,3101,1959.68140717
2024-04-16T00:00:00.000Z,3096.94,3125.48,2987.99,3081.54,4018.44610655
2024-04-17T00:00:00.000Z,3083.66,3120,2915.52,2986.02,1993.16870998
2024-04-18T00:00:00.000Z,2985.06,3091.62,2955.01,3062.9,2176.78180221
2024-04-19T00:00:00.000Z,3057.17,3123.92,2866.86,3058.36,3733.20048071
2024-04-20T00:00:00.000Z,3056.78,3167.8,3022,3155.58,1050.83510915
2024-04-21T00:00:00.000Z,3155.36,3196.27,3117.88,3146.52,1318.29218555
2024-04-22T00:00:00.000Z,3146.74,3232.92,3128.76,3199.72,1082.77779495
2024-04-23T00:00:00.000Z,3198.01,3261.61,3153.47,3218.87,1156.21210257
2024-04-24T00:00:00.000Z,3220.62,3291.51,3100.01,3140.45,1036.27240165
2024-04-25T00:00:00.000Z,3139.54,3189.73,3073.19,3157.11,971.815942
2024-04-26T00:00:00.000Z,3155.85,3165.65,3104.34,3130.41,1037.84539611
2024-04-27T00:00:00.000Z,3132.27,3280.81,3071.74,3256.29,817.10149604
2024-04-28T00:00:00.000Z,3255.51,3352.01,3250.94,3262.8,916.07758596
2024-04-29T00:00:00.000Z,3266.67,3286.1,3120,3215.05,778.1039066
2024-04-30T00:00:00.000Z,3212.36,3250,2924,3014.45,2047.3075148
2024-05-01T00:00:00.000Z,3017.41,3023.02,2818.59,2976.74,2253.66755376
